Unnamed: 0,state,action,pos
,XO X   O ,4,2.0
,   OXXOXO,2,0.375
, OXO   X ,6,1.03125
,  OXOX   ,7,0.75
,X   XOXOO,1,0.0
,X X OXOO ,3,0.0
,   OOX X ,1,0.5625
,O  X X O ,1,0.0
,O  X X O ,6,0.5625
,O XX XOO ,4,0.75
,O O  X X ,4,0.75
,O OOX XX ,5,0.0
,OXX  X OO,6,1.0
,OXX X  OO,5,1.5
,XOXO O  X,7,0.0
,O X   OX ,1,1.3125
, O OXX OX,6,0.0
,  OXO   X,5,0.75
,XXO     O,3,0.5625
,XXOOX   O,6,0.75
,XO  XO   ,3,0.28125
,XO OXO X ,6,1.125
,   XOO X ,0,0.75
,O X O X  ,1,0.0
,OOX O X X,3,0.0
,O   XX O ,1,0.75
,OO  XX OX,2,2.0
,XOO  OXX ,4,0.0
, O    OXX,4,0.0
, OX O OXX,0,0.0
,XOXO X O ,4,1.0
, X   OOX ,2,0.0
,  X OO X ,8,0.75
,OXXXO  O ,5,1.125
,X X OXOO ,8,1.0
,OX  X   O,5,0.75
, X OO  X ,8,0.75
,   XXO  O,2,3.0
, OX OXX O,3,0.75
,X  X O  O,2,1.0
,XXOO     ,7,0.5625
,O  X   OX,1,1.03125
, O   XXO ,2,0.28125
,XOO  XXO ,3,0.375
, X XXOO O,7,2.0
,OO  XO XX,6,0.75
,O   XXOOX,1,0.0
, OOXX X O,0,2.0
,OXX XO  O,6,0.75
,   O OX X,2,0.5625
,XX O O   ,7,0.5625
, OXX   O ,0,0.28125
,OOXXX  O ,6,0.375
, O  XOX  ,2,0.75
,OXXO  XO ,8,1.5
,X O   OX ,8,0.5625
,XO X O OX,4,2.0
,   X OX O,1,0.5625
, OXX OX O,7,0.0
,X   XOO  ,3,0.0
,X  OXOOX ,2,0.0
,X O X   O,5,6.0
,OO XO XX ,2,7.0
, X  XO O ,8,0.0
, XX XO OO,3,0.0
,O XXO O X,5,0.375
, O  X  XO,0,1.03125
,X   O XO ,3,1.3125
,X  OOXXO ,2,0.75
,X OO    X,5,3.0
, XX OOO X,7,0.375
, X XOO OX,0,0.375
,  OOXX OX,1,0.75
, X   OOX ,8,0.0
, XX  OOXO,0,0.0
,  XO   XO,4,0.75
, XXOO  XO,0,1.0
,  XOOXXO ,1,2.0
,  XOO  X ,0,0.75
,O XOO  XX,6,1.0
, O X   XO,4,0.0
,OO   XX  ,3,0.75
,OO O XXX ,2,1.0
,OX OO  XX,2,0.75
, O    XXO,3,0.0
, O OX XXO,0,0.75
,OX    X O,2,0.0
,  XO X  O,7,0.5625
, XO O   X,3,1.03125
, XOOX XO ,5,1.5
,    X OOX,1,0.0
, O  XXOOX,2,0.0
,O  X  OX ,1,0.28125
, XOX X OO,4,0.75
,OOXO   XX,6,1.0
,X  O   OX,2,0.5625
,XO XO OX ,8,1.875
, XO  XO  ,0,0.5625
,  XXXOOO ,8,2.0
, O OXXOX ,0,1.0
,OX     XO,3,0.0
,OXOX OX  ,7,0.75
,XOOO  XX ,8,1.5
,X    O OX,1,0.5625
,  O X O X,7,0.0
,OOX  OX X,7,0.0
,X   O  XO,1,0.0
,OX OOX X ,8,1.0
,XXO O    ,7,0.5625
,X O XO   ,7,0.0
, X   XO O,7,2.0
,OX  OX   ,6,0.75
,OXXXO O  ,8,1.0
,OX  O XOX,2,1.125
,XX  OXO O,3,0.0
, X OXO   ,8,0.0
,OXX  XOO ,3,1.0
, OXOO XX ,5,2.0
,XO O    X,4,1.5
,  XXO OXO,1,0.375
, OX  X O ,8,0.5625
, OX  XXOO,0,1.5
,O  X O X ,1,1.125
,XXO OOX  ,7,2.25
,O XOX  OX,5,0.75
, XOXO X O,0,1.0
,OXOX  X O,5,1.0
,XO O OX X,7,0.0
,  XOXO   ,0,0.5625
, OX X  O ,0,0.0
,OOX XX O ,6,0.0
,OX  O X  ,2,0.0
,X  X  O O,2,2.25
,XXOX  O O,4,1.0
,    OXOX ,1,0.5625
,XO  OXOX ,3,0.75
,X OX XO O,7,1.0
, X X OXOO,4,0.75
,X O O XOX,5,0.0
,XOO X XO ,5,0.0
, OX OX XO,3,0.375
,XX   O O ,4,0.5625
,XX XOO O ,8,0.0
,    X XOO,3,0.0
,   X XO O,0,0.75
,OX X XO O,4,1.0
, X  X OO ,3,0.75
, X OXXOO ,8,3.0
,O  XOXO X,2,1.0
,X OO    X,4,0.75
,OO    XX ,3,0.5625
, OXX OX O,0,0.75
, X X   OO,6,2.0
, XXO OXO ,4,1.0
, XOOXOX  ,8,1.0
, XO  XOOX,0,0.75
,X OO XX O,7,0.75
,OX   OXXO,4,1.0
,O XO  XXO,1,0.75
, XO   X O,3,0.5625
, XOO XX O,0,0.75
,O   XOX  ,2,0.75
,O  XO   X,7,0.0
,O  XOX OX,6,0.0
, XO    XO,6,0.75
,  X O O X,5,0.75
,OXXXO O  ,7,0.75
, XO  X  O,3,0.28125
, XOO XX O,7,0.375
,XO XX O O,2,0.75
,   O  OXX,4,0.75
,X   OOXOX,2,0.0
,    XXO O,2,0.75
, XO XXO O,0,0.0
,X   O X O,2,0.28125
,X O O XXO,1,0.75
,   XX  OO,6,1.0
,O XXXO O ,8,0.0
,XO     XO,2,0.28125
,    XOOX ,3,0.0
, X OXOO X,7,0.75
,OX OX  OX,6,1.0
,  XO  XO ,1,0.0
,XOXO  XO ,8,0.0
, OOX XO X,4,1.0
,OX XX OO ,2,0.375
, OO OXXX ,0,19.0
,   XXOOOX,0,0.375
,OX    OX ,5,0.0
,  XOO X  ,1,0.0
,X  O X  O,1,0.5625
,XOXO X  O,7,1.5
,   O OXX ,2,0.75
,OX OXO  X,2,0.75
,X  OX O  ,8,1.40625
,XO O    X,6,0.5625
,XOXO  O X,4,0.75
,XO   X O ,8,0.84375
,XO  XX OO,3,0.375
,X XO OO X,4,1.0
,   OXX O ,8,0.0
,  XOXX OO,1,0.0
,OX  O  X ,2,0.75
, OOX XXO ,4,2.0
,O     XXO,2,0.5625
, XX  O  O,3,0.75
, XXO O XO,4,2.0
,O   XX O ,3,0.28125
,XO     OX,6,0.0
,XO   XOOX,2,0.0
,XOX  XOO ,4,1.0
,O OXO X X,7,1.125
,X OXXOO  ,8,2.0
,XO OXX  O,6,1.125
,   OX O X,7,0.0
,   OXXOOX,1,0.0
, XO X   O,5,1.0
,X X XO OO,1,0.0
,XXOOO X  ,5,2.0
,  O XOXOX,1,0.75
,X    XOO ,2,1.5
,XXO  XOO ,8,1.0
,X   X OO ,8,1.0
,OO X XXO ,8,0.0
,XO XXOO  ,2,0.75
,OO  XX XO,2,2.0
,OX   X  O,6,0.75
,OXX  XO O,4,2.0
,OOX X O X,5,1.125
,XOX    O ,4,1.0
, X  XOOOX,3,1.5
,O  X  XO ,4,0.5625
,    XO XO,1,0.0
,  X   OXO,4,0.75
,OOX XO  X,3,0.75
,  XOX OOX,1,0.0
,OXOO XX  ,4,1.125
,O  OXOX X,2,0.75
, XXOO O X,0,1.0
, O O  XX ,5,0.75
, OXO OXX ,4,1.0
,OX XOO X ,6,0.75
,X OX O   ,7,1.3125
,  X X  OO,1,0.75
,XOX X  OO,6,1.0
,   XX OO ,0,0.28125
,  OX X O ,0,1.125
, XOO   X ,0,0.0
,XOX OXO  ,8,0.75
, OXOXO  X,7,0.0
, OX  X O ,0,0.75
,    XX OO,0,0.0
, O   XO X,7,0.0
,O   X  OX,1,0.75
,O O X OXX,1,4.0
, X  OO X ,3,1.0
,X OX OO X,1,0.75
,  OX OXOX,0,0.75
,   X OX O,7,0.5625
,  XX OXOO,4,0.75
,   XOO  X,7,1.3125
,  XXOO OX,1,1.0
,XOX   XOO,4,2.0
, OX OOX X,7,2.0
,  XXO   O,1,0.75
,OOXX  X O,7,0.0
,  O XX O ,0,0.84375
,O    O XX,1,0.75
,X OXXOO  ,1,0.0
,   O    X,2,0.984375
, O X  X O,2,0.0
, X O X  O,0,0.0
,OXX X O O,3,1.0
,OXO O  XX,5,1.5
,  X  O OX,1,0.0
,OO    XX ,8,0.5625
,    OXX O,1,1.3125
, XOO   X ,4,1.125
, XOOOX X ,8,0.75
,XOX   O  ,8,0.28125
,  XO O  X,0,0.0
,OO  XX   ,7,0.0
,  XOX  O ,1,0.5625
,XO  XO   ,8,0.28125
,O   O  XX,6,1.125
,O  XO OXX,5,0.75
,OXX  OXO ,8,0.75
,OX O  X  ,4,0.5625
,XOO     X,4,2.25
, O O   XX,5,0.5625
, O OXO XX,0,0.75
, OXXOXO  ,8,0.75
, O XXO   ,8,1.03125
, O XXOO X,7,0.0
, X XOOO X,0,0.375
,X  OX  O ,6,0.5625
,X OX  OOX,5,0.0
,  OX  X O,1,0.0
,X X  O  O,4,0.28125
,XO O O XX,4,2.0
,XOOXX   O,7,0.0
,   OX  OX,6,0.0
,O OXX XO ,1,2.0
,    OX OX,0,0.0
, O OXX   ,0,0.5625
,OOXOXX   ,8,1.5
,O XX XOO ,8,1.0
,X   X  OO,2,0.75
,X  O X  O,7,0.5625
,X  OXX OO,2,0.75
, XOO  XXO,0,0.0
,  X OXO  ,1,0.0
,XXOX OO  ,7,0.75
,  XOO   X,6,0.0
, XXOO O X,7,0.0
,  X X OO ,3,0.0
, XX  OO  ,3,0.75
, XXO OOX ,4,1.0
, X    OOX,0,0.28125
,XOO   XOX,4,2.0
,O X   XO ,1,0.75
,XOXO   XO,4,0.375
,XX OX  OO,2,0.75
,X XO    O,1,0.5625
,  XXOOO X,1,0.75
, XX    OO,4,0.75
, O OXOX X,7,0.0
,X  X  OO ,5,1.125
,XX X OOO ,4,0.75
, O X OX  ,8,0.0
, XO    OX,5,0.28125
,XO O X XO,2,1.125
,   XXO O ,6,0.28125
,X  O  XO ,1,0.28125
, XXX O OO,6,1.0
,   X XO O,4,0.75
, O O X X ,4,0.28125
,XO OOX X ,6,0.375
, O O   XX,6,0.75
, OXO  OXX,0,1.0
,X O  X  O,7,0.0
,XO   O X ,4,0.5625
,XO  OO XX,6,0.75
,XXO O    ,8,0.84375
,XXO OX  O,3,1.125
,O  O XX  ,8,0.5625
,O  O XXXO,2,0.75
,OO O X XX,4,0.0
, XX OOXO ,8,0.0
, O   OXX ,4,0.0
, X   O OX,3,0.5625
,O  X X O ,8,0.0
, O XX   O,2,0.0
, X O XO  ,8,0.5625
,X OO   X ,4,0.28125
, XOXO X O,7,0.75
,OXX  O OX,4,0.75
,XOX  OOX ,8,0.375
, O X  O X,5,0.5625
,O O X XOX,3,0.375
,OO X OX X,2,2.0
, X XO XOO,5,0.75
,XOOX     ,7,0.5625
,XOO OX X ,3,0.375
,  XX O  O,4,0.75
,X  X O  O,7,0.0
,X XX O OO,4,0.0
,X  XOO OX,6,0.75
,X OO X OX,1,0.0
, O XO X  ,0,1.5
, OX XOO X,0,0.75
,O OX  XXO,4,1.0
,O XXO XO ,8,1.0
, O   O XX,4,0.28125
, O XOO XX,0,0.75
, OOOXXX  ,7,0.75
,  OO  X X,4,0.28125
,   O XXO ,2,0.5625
,  XXXOO O,1,0.75
,XOXX   OO,6,1.0
,OO O XX X,2,1.0
, XOX   O ,5,0.5625
,X OX XOO ,4,2.0
,XXO  OXO ,3,1.5
,OX OXX O ,2,0.375
,XX OOX O ,6,0.0
, OOOXX X ,6,0.375
, OXXO    ,7,1.0
,XXO OX  O,7,0.375
, O  OX  X,6,0.0
,O     XOX,5,0.5625
,O X  OXOX,4,1.5
,OX O  X  ,5,0.0
, XO  XOXO,0,0.75
,X X  O O ,1,1.5
,XOX  O OX,4,1.0
,X  O XO  ,8,0.5625
,XX O XO O,2,0.75
, X   OX O,2,1.0
,  XO XO  ,4,0.75
,  XOOXOX ,0,1.0
,O OX XXO ,1,1.0
,X  XXOO O,1,0.75
, XO OX   ,7,0.84375
, XO OX OX,3,1.125
, X  O XO ,8,0.0
, OO XXX O,0,2.0
,XO   OOXX,4,0.75
,X  O XO  ,4,0.5625
,X O OO XX,6,2.0
,X OOX X O,7,0.375
,   XX OO ,8,4.0
, O  O  XX,5,0.5625
,XXO  O   ,7,1.125
, OX OOXX ,3,1.0
,OOX   XXO,5,0.0
,XO   XXOO,2,0.0
,XOX XO O ,8,0.0
,O     XOX,1,0.75
, X O O X ,6,0.0
, X O OOXX,2,0.0
, XOO X OX,6,0.75
,  XO   OX,6,0.0
,OXOXOX   ,7,1.5
,  XOX   O,6,0.75
, XX  OO  ,8,0.0
, XX XOO O,3,0.0
,   X OXO ,0,0.5625
,O XX OXO ,8,0.0
,OXXX O O ,8,0.75
,  XOOX   ,7,0.5625
, XXOOX O ,6,0.0
, OO X X  ,7,0.5625
,XX O   O ,8,0.0
, OX O  X ,3,0.5625
, OXOO XX ,0,0.75
,X X OO   ,8,0.0
,XO XXOO  ,8,0.75
,OOX XXO  ,7,0.0
,X OX  O  ,1,0.5625
,XXOO   XO,4,0.75
,O X  OX  ,4,4.125
,O X OOXX ,8,1.0
, OX XOOX ,0,0.375
,X OXX O O,1,0.0
,O XXO OX ,5,1.125
,OOX   OXX,3,2.0
,O  XXO   ,2,0.75
, XXOO    ,5,6.0
,OXO X  OX,6,0.375
, XOXXOO  ,7,0.75
,  OOXOX X,1,0.0
,XO OX  XO,5,0.375
,  XOXO   ,7,0.0
,XOX O  XO,3,0.375
,    XOX O,2,1.0
,OXOX XO  ,7,0.0
, O XOXX O,0,1.0
,   XOXXOO,1,5.0
, OO  XXXO,0,3.0
,X   O  OX,2,0.75
,XXO O  OX,6,1.0
,XX OO OX ,8,0.75
,OX X XOO ,8,1.0
,  XO X  O,1,0.5625
,O X XOO X,1,0.375
, OX XO   ,0,0.28125
,O    XXO ,4,0.75
,    OX OX,6,0.75
,   XOXOOX,1,1.0
,  X   XOO,1,0.0
, XO  X O ,0,0.5625
, O XX  O ,6,0.75
,XX   OOOX,3,0.0
,X   OXXOO,2,0.0
,OO  XXX O,3,0.0
,  X OOXOX,1,1.0
, XXX O OO,4,0.0
,X X O OOX,1,2.0
, XOX    O,0,0.75
,OX  X  O ,6,0.75
,   O  XOX,1,0.75
, OXO  XOX,4,1.0
, X O  OX ,4,0.75
, XXOO OX ,0,1.0
,XO OOXX  ,8,1.5
, X O X  O,4,0.75
,   X OOX ,1,0.28125
, O XXOOX ,8,0.375
,XO    X O,7,0.75
, OXX  OXO,4,0.375
, OX XO   ,7,0.5625
, XX OX OO,0,2.0
,X OO    X,6,0.0
,OX XOX O ,2,0.75
,X XXOO  O,6,0.375
,O  O  XX ,4,0.0
,O XOO XX ,1,0.0
,X OOX  XO,5,2.0
,O OXX  XO,1,1.0
, O XO   X,0,0.75
,X  X O O ,4,0.0
,XOO  OXX ,3,0.0
,  X O X O,7,0.75
, XX O XOO,0,1.0
,XOXOO   X,7,1.0
,O  OX XXO,2,0.75
,XX   OO  ,4,0.0
,XXO O  XO,3,0.75
,OXOXOX   ,8,1.0
,OXXOO X  ,7,0.75
,OO X    X,6,0.0
, O XOOX X,2,0.0
, XOX O   ,8,2.0
, X OXO   ,7,0.0
,   O O XX,0,0.75
,X O OX   ,7,0.75
,X O OX OX,1,1.0
,OX X OO X,2,0.375
, X XO O  ,2,1.0
,   OOXXXO,0,1.0
, OXXOO  X,0,0.375
,XXOO     ,6,1.3125
,XO  X   O,5,0.84375
, X XOO XO,2,1.0
,XOX  X OO,3,0.75
, X X O O ,8,0.0
, XX OO XO,3,2.0
,XO O XOX ,4,0.75
,XOO  X   ,7,0.5625
,     XOXO,1,0.28125
, OXX   O ,8,0.75
,XOXX   OO,4,2.0
,O  O X X ,2,0.75
,OO    X X,7,0.75
,OO  X XOX,2,1.0
,XOO     X,5,0.0
, XOOOX  X,0,0.75
,OX O  X  ,7,0.5625
,OXXO  XO ,4,1.5
,OX  X XOO,2,0.375
,  X O X O,5,0.0
,O X  OX  ,3,0.5625
,OXXO OX  ,8,0.75
, X  X O O,0,0.0
,O   XX O ,8,0.75
,XO  OXOX ,2,2.0
, XO  XOOX,4,3.0
,O  X   OX,2,0.0
,OXOO XX  ,7,0.375
, X  O X O,0,3.0
, XO X  O ,0,0.5625
, OX O   X,7,1.0
,O    OXX ,3,0.0
, XO XO   ,0,0.5625
, OXX  O  ,5,0.5625
, O XXO XO,2,1.0
,OXO XO  X,7,0.375
,O  XOXXO ,8,1.0
,XO O  OXX,2,0.0
,OO   X  X,2,1.0
, OOX XOX ,4,1.0
,X    OXO ,8,0.75
, OOXX  OX,0,3.0
, XOO O XX,6,0.75
, X XOOXO ,0,1.5
,XO  OX   ,2,0.75
,  X XOO  ,7,0.0
,  X XOOOX,3,0.0
,  XO O  X,6,0.75
,O XXOOX  ,1,0.75
,O   OXX  ,3,0.0
,X  X OOOX,1,0.75
, OXO    X,5,1.3125
, OXO O XX,6,0.75
,XOX  OO X,3,0.75
,  OOX OXX,1,0.0
,O     OXX,1,0.5625
,XOOO XX  ,4,0.375
,OX  X  O ,5,0.5625
,OX XXO O ,6,0.75
,  X  OOX ,1,0.5625
,OOXXOX   ,6,0.0
,X O   OX ,4,2.0
, XO XO OX,3,0.0
,    OX OX,2,0.75
,X OX  OOX,4,2.0
, X   X OO,3,0.28125
, X O XXOO,2,0.375
,O XXXO O ,1,0.375
, X XO OOX,5,0.375
,OOX XX O ,3,0.0
,OOX X OX ,8,0.75
,   O  XOX,4,0.28125
,XO O XXO ,4,1.0
,O  O XX  ,1,0.0
,OO O XXX ,4,0.0
,   OXXOOX,0,1.0
, XO   X O,0,1.3125
,   XO XO ,0,0.75
,O  XO XOX,1,1.0
,OO XOXX  ,7,1.0
, XO X O  ,3,0.0
,O  X O X ,8,0.75
,O  X OXXO,2,1.0
, O O X X ,8,0.28125
, OXX XO O,0,0.0
,O   O X X,2,1.03125
, OXX  OOX,4,1.0
,   OO XX ,8,1.3125
,OX     XO,4,1.0
,OXO XXO  ,7,0.0
, OO  X X ,4,0.5625
,  XO X O ,4,0.0
, XXOOX O ,0,0.0
, X O XXOO,4,0.75
,OXOO   XX,4,0.0
, XX  O O ,6,0.0
, XX OOXO ,3,1.0
,  OXOX OX,1,1.0
, O XO OXX,5,0.75
,  OX XO  ,7,0.5625
,   XXOO  ,8,1.3125
,XOXX OO  ,7,0.75
,X OOX  XO,1,0.375
,O O XXX O,1,3.0
,OO X XXO ,4,1.0
,OXX O    ,7,0.5625
, OX  X O ,4,1.0
, XO O   X,6,3.0
,OXO  X OX,3,0.375
,    OXXO ,8,1.5
,X X  OOXO,3,0.0
, OXO XX O,4,0.75
,O   XX  O,6,0.0
,OX   X  O,2,0.0
,    OXXO ,0,2.25
, O   XOX ,4,0.84375
,O   XX  O,3,0.75
,O X O   X,5,0.75
,O OX   X ,6,0.75
,     XXOO,4,0.75
, OX  X  O,3,0.5625
, OXO X XO,6,0.75
, O XXO   ,2,0.0
,XOOXXO   ,6,0.0
,O  OXXX O,7,0.375
,XXOO   OX,4,0.75
,O X  OXOX,3,0.75
,O X OOXX ,1,0.75
,   XO OX ,1,0.75
,XO XO OX ,2,1.0
, OXO    X,6,0.0
,   OXX  O,1,0.5625
,  XXO   O,5,0.75
,X OO XOX ,8,0.75
,O  XO X  ,1,0.75
,  OX X O ,8,0.0
, OX  XO  ,4,0.75
,XOO XXO  ,7,0.0
,  XOX OOX,5,0.0
, O OXXO X,7,0.0
,XOX O X O,5,0.75
,X   O X O,7,0.0
,OX   OX  ,7,0.5625
,OOX XO X ,8,0.0
, OXX  O  ,0,0.28125
,X   OXO  ,1,2.0625
,  X   XOO,5,0.0
,XOO   X  ,8,0.0
,XX XOO O ,2,0.75
,O  XOX   ,1,0.75
,XXOOX O  ,5,0.0
,OX OOX  X,2,0.375
,  XX  OO ,8,1.0
,  X XO O ,8,0.0
, XOOX XO ,8,0.75
,X   O O X,3,0.75
, O  OX  X,7,1.0
,X   XO O ,3,0.0
, O  OX  X,2,0.75
,XO XXO  O,7,0.75
,  OX X O ,1,0.0
, OOXX XO ,8,0.0
,  XXXO OO,1,0.0
,O X    OX,6,0.0
,XX  XO OO,6,5.0
,X XO    O,5,0.75
, XX  OXOO,4,0.75
, O  XOX  ,3,0.5625
,OOXX     ,6,0.28125
,    O XXO,5,0.75
,  OX O X ,8,2.0
, OOX XXO ,8,0.0
,O O XX OX,1,1.0
,O OXX X O,1,1.0
,X  OXO XO,1,0.375
,O O XX   ,7,0.84375
,OOXX O X ,8,0.75
,XOXO  OX ,5,0.375
,O  XX  O ,2,0.0
,OXOXO  X ,8,1.0
, OX X  O ,3,0.0
, OXOX  OX,6,0.0
,O X  X O ,4,0.5625
,  O XX O ,1,0.28125
,  OXOXXO ,1,1.0
,XOO O XX ,8,0.0
,X  OO X  ,5,1.0
, OO   X X,7,0.0
,OXO   OXX,3,3.0
,  X O  OX,1,1.0
, XOOX O X,5,0.0
,OX O X   ,6,2.0
,OXXOX   O,6,1.0
,    OXOX ,8,0.28125
,  XOX O  ,5,0.75
, OO OX XX,0,2.0
, O  XX O ,8,0.28125
, XOX    O,6,0.75
,X  OO XOX,1,1.0
,OX  XXO O,3,2.0
, X OO X  ,2,0.5625
,    XOO X,2,0.28125
, OXO XOX ,0,1.0
, OX  OXOX,0,0.0
, XO  OOXX,0,0.0
,X X O XOO,1,1.0
,XOXO     ,7,0.0
,XOXOX  O ,5,0.0
,OXO O  XX,6,1.0
,X X    OO,5,0.0
,     OXOX,4,0.0
,   XOOXOX,2,0.0
,   O OX X,7,0.28125
, X O OXOX,0,0.375
,    XO OX,1,0.0
,X X XOOO ,3,0.0
, X   OO X,2,0.0
,  OOXO XX,0,0.0
,O    X XO,6,0.75
,OX   XOXO,3,1.0
,XOO   OXX,5,0.0
,  XO  XO ,0,0.0
,O XO XXO ,1,0.0
,XX  O   O,7,0.75
, OO XOXX ,8,1.0
,X  O  O X,5,0.0
,  O X XO ,5,0.75
,XO XOO X ,8,0.0
,  XO   OX,1,0.75
,XOXO   OX,4,1.0
,O O  XXOX,3,0.375
,O XX X OO,4,1.0
,O  X XO  ,1,0.0
,X O XX OO,3,0.375
, OX XXO O,7,1.0
, O OX XOX,5,0.0
, O O XXOX,2,0.75
,O X X  O ,1,0.28125
,OOX X  OX,6,0.375
,XO X O OX,6,0.75
,  OX  XO ,5,0.0
, XOX O   ,4,0.28125
,     XXOO,0,0.75
,OX   XXOO,4,1.0
,OX     XO,2,0.75
,XO    X O,5,0.0
,XOX  OX O,7,0.0
,X X OOX O,3,2.0
,O  X   XO,5,0.75
,   O O XX,1,0.0
,X OOO X X,1,0.0
,OO    X X,2,2.0
,X  O  XO ,8,0.0
,XX O  XOO,5,0.0
,   XO X O,0,1.0
, X X O  O,2,1.0
,OXX O XO ,5,0.75
,   X XO O,7,1.0
,X O XXOO ,3,0.0
,O   OXX  ,7,0.28125
,X XO O   ,7,0.75
,O  X O  X,4,0.5625
,O O OX XX,6,1.0
, XX   OO ,0,0.28125
,XO   OOXX,3,0.75
,O XO  X  ,4,1.5
,OXXOO X  ,5,1.0
,XO OOXX  ,7,1.0
,O O X   X,5,0.28125
,OX  XX OO,3,0.375
,OO X   X ,5,0.28125
,X   OO X ,2,0.75
,O XOOXX  ,8,1.0
,X O    OX,3,0.0
,XX    OO ,3,0.0
,XX OX OO ,2,0.0
,X O O XXO,5,1.0
,X  O OX  ,4,1.0
, O XX XOO,2,0.0
,OO  X XXO,5,0.0
,  X  OO X,3,0.0
,  XOXOO X,1,0.0
,XX  O OOX,3,0.0
,XO    X O,4,0.0
,X   OX  O,1,1.125
,O XO  XOX,5,0.75
,X X OO OX,6,0.0
,OX OO X X,2,0.375
,OOXOX   X,6,1.0
,OX  O XOX,5,0.375
, X O   XO,5,0.75
,OO X X   ,2,1.0
,XXO XOO  ,7,0.0
,XOX    O ,8,0.75
,OOXX X  O,6,0.0
, X   X OO,6,1.0
,OX     OX,2,0.28125
,X OXX O O,5,1.0
,O  O  X X,2,0.75
,OX OX XO ,8,0.0
,OXXOX   O,5,0.0
,O  OOX XX,2,0.75
,OX   OX  ,3,0.0
,OX OXOX  ,8,0.0
,X   X  OO,1,0.28125
, OX O XXO,5,0.75
,  XOO XOX,0,0.0
,   OXX O ,6,0.75
,  XOXXOO ,0,1.0
, XOO  OXX,0,2.0
,X    OX O,4,0.75
,  O   OXX,3,0.75
,XO XX  OO,2,0.0
,  O XX  O,0,0.0
,XXOO X  O,7,0.75
,O OX X XO,6,0.0
,XO X O   ,4,0.0
, XXOO O X,5,1.0
,  XOOXXO ,0,0.0
,XX XO OO ,2,1.0
,  OO XOXX,0,1.0
,XX     OO,6,1.0
,  XXOOOX ,0,0.75
, O OXX   ,6,0.5625
, OXXX  OO,0,0.0
,  OO X X ,4,0.5625
, XXOOX  O,7,0.0
, O X X O ,6,0.0
, OX X   O,6,0.5625
,X  OXXO O,7,1.0
,X XOX O O,1,0.375
,   OOXX  ,2,0.28125
,XX OO O X,7,0.0
, OXO  XXO,4,0.75
,XX  XO OO,2,1.0
, OOXX O X,0,1.0
,XOO  XOX ,4,1.0
,XOOX  O X,4,1.0
, X  O XO ,0,0.28125
,X   O X O,3,0.28125
,X  OO XXO,1,0.375
, XOX  O  ,8,0.75
,X   X OO ,3,0.0
, X XXO OO,2,1.0
,X  O X  O,2,0.28125
,O    O XX,4,0.5625
,XO  X   O,6,0.84375
,  XOXXO O,1,0.75
,XO   OXOX,4,1.0
,OX O OX X,2,0.0
, OX X O  ,8,0.75
, X OXXO O,0,1.0
,   OX X O,7,0.0
, O  XXOXO,0,0.0
, XXO XO O,7,1.0
,X  OOXX O,2,0.375
, XX OXOO ,0,0.75
,OO OX  XX,6,1.0
, OXX OO X,0,0.375
,O  X X O ,2,0.0
,X XOXOO  ,8,0.0
, O  O X X,0,0.0
, OX OX OX,0,1.0
,   XOO  X,6,0.28125
,  O   OXX,0,0.75
,XOXOO X  ,5,1.0
,   OXOXXO,2,3.0
,OXX O    ,3,0.75
,OXXOO  X ,5,1.0
,OXO  XX O,3,0.375
, OX X  O ,6,0.75
,X X OO   ,3,1.0
,OXX     O,7,0.0
,X OOXO X ,1,0.0
,OX   X O ,8,0.75
,O  OXX OX,1,0.75
,  X  XO O,1,0.5625
,O X X O  ,5,0.75
,X X  O  O,3,0.0
, X   XO O,4,0.75
,  OXOX OX,0,0.75
,X X  O  O,1,0.0
,X XO   O ,1,0.0
, XO  XO  ,7,0.75
, X OX OOX,5,1.5
,XXO  O OX,3,0.75
,X X O OXO,1,0.375
, XOO OXX ,0,0.0
,  OO XXXO,4,0.375
,O OX X OX,6,0.75
, XX   O O,3,0.0
,XOOOX X  ,7,0.0
,XXOO  OX ,5,0.0
, OOX  X  ,7,0.0
,OO XOX X ,8,1.0
,O X  XO  ,8,0.75
, XXO  O  ,5,0.75
,O  XO XOX,5,0.375
, O  OX X ,2,0.75
, XO X O  ,5,0.0
,X OO O XX,1,0.0
, X OXO   ,0,0.0
,X  O OXOX,4,1.0
,X O XXO O,1,0.0
,O  X   XO,1,0.75
,OO XOX  X,7,1.0
,  X X OO ,0,0.75
,   X OXO ,8,0.0
, O  XXXOO,0,0.0
,X XOO OX ,1,0.75
,O X O   X,3,0.75
,     OXOX,0,0.5625
,X O   O X,7,0.75
,XO    OX ,4,0.28125
