Unnamed: 0,state,action,pos
, XOX  O  ,5,2.0625
, XOX OOX ,8,2.0
, XOO  X  ,5,0.75
, XO   X O,7,2.25
, XO  XXOO,4,1.875
,XXO OXXOO,3,3.0
,   XOO X ,6,0.5625
,   X O XO,4,0.75
,  XXOO XO,0,3.0
, OO X X  ,8,0.75
, OOXX X O,7,0.0
,X  XO   O,2,0.75
,  O   X  ,8,14.3671875
,  OXOXX O,0,4.0
,OX    O X,7,1.6875
,OX   XOOX,4,0.75
,O XX   O ,1,2.25
,X OO  X  ,5,0.5625
,X OO OX X,7,1.5
, O  O X X,2,2.8125
,XOOOOXX X,7,6.0
, OXO XX O,0,1.5
,   X OXO ,4,0.5625
, X OX  O ,5,1.40625
,XX OXO O ,2,1.5
, OO   XX ,4,3.5625
,XOO O XX ,3,1.125
,  X   O  ,3,4.171875
,XOXO XO  ,4,0.0
,  O   OXX,1,3.375
,X O  X  O,3,1.96875
,X OO XX O,4,1.5
,XXOOOXX O,7,5.0
, XX    OO,3,0.75
,      O X,1,1.7578125
,XO    O X,7,0.0
, X  XO O ,6,1.03125
,XX  XOOO ,8,3.0
,XXO  O   ,3,0.75
,XXOOXO   ,6,0.0
,  XO     ,7,2.53125
, XXO   O ,6,0.0
, XXO XOO ,4,0.0
,     O X ,4,6.328125
,    OO XX,6,1.6875
,   XOOOXX,1,1.875
,  O  O XX,0,6.5625
,O O XO XX,1,14.0
,O OOXXX  ,8,3.75
, X  OO X ,2,1.3125
, XO OOXX ,0,3.0
,OXOX  O X,4,17.0
,  O X XO ,1,0.28125
, OO XXXO ,8,0.375
,O OOX  XX,5,0.0
,XOO X    ,7,0.5625
,XOO X XO ,8,0.0
,  X  O   ,4,4.96875
,   O OX X,4,10.75
, X XOO   ,0,5.34375
,OXXXOO   ,8,2.0
,X O X XOO,5,9.0
, XOO    X,6,1.5
,XXOO  O X,4,6.0
, X XO O  ,0,0.75
,    OX OX,3,0.0
,O O XX   ,3,4.875
,O OOXXX  ,1,12.0
, X     O ,4,1.265625
, X XO  O ,5,0.28125
, X XOO OX,2,1.125
, XOXOOXOX,0,11.5
,   OX XO ,8,0.0
,  OXX OXO,5,8.0
,O   XXO  ,2,0.75
,OXO XXO  ,8,0.0
, O X  X O,0,3.375
,    O  X ,6,3.3046875
,   XO OX ,5,1.3125
, O X  O X,2,2.8125
, OOX  OXX,5,3.75
,XOOX OOXX,4,21.0
,O  X O  X,6,0.28125
,O XX OO X,7,0.375
, X XO OXO,5,0.75
,XX XOOOXO,2,8.0
,X O  OX  ,1,1.875
,XOO XOX  ,3,3.75
,O   X    ,1,4.546875
,OO  X X  ,2,1.0
,O X  X O ,6,0.0
,XO  X OXO,5,1.5
, X  OO X ,8,8.0625
, X  OOXXO,2,1.0
,   O  X  ,7,0.7734375
,X XOO XO ,5,1.0
,O    X   ,7,3.375
,O X  X O ,1,0.75
,OOX XX O ,8,0.0
,XO  X   O,2,3.5625
,XOO X  XO,5,10.0
, O X  XO ,5,1.3125
, O X OXOX,4,1.0
, X O OX  ,0,1.3125
,OX O OX X,7,1.875
,X XO   O ,4,0.0
,   X OOX ,4,1.40625
,X  XOOOX ,1,0.75
,XO   O X ,2,0.75
,XOO  OXX ,8,5.0
,X  X O O ,6,1.6875
,X XX OOO ,4,0.75
,  OX  O X,4,9.0
,O    X OX,1,0.75
,OO X X OX,2,3.0
,OO O XX X,4,0.0
,X     XOO,4,2.0625
,X   OXXOO,3,1.5
,X XOOXXOO,1,9.0
,XXO  XOO ,4,7.0
,OO    X X,3,0.75
, OXX O   ,0,1.6875
,OOXX OX  ,8,3.0
,OOXX OXXO,4,12.0
,X   XOO  ,8,11.625
,  X   O  ,4,2.8828125
,  X OXO  ,0,0.75
,OXX OXO  ,8,2.0
, X O  OX ,0,3.0
,O OX  X  ,5,16.125
,O OX OX X,4,2.625
,X X   O O,3,1.3125
,X XO  OXO,1,0.375
,  XO   OX,4,0.75
, XXOO  OX,5,4.0
,OX  OX   ,3,0.5625
,OXXOOX   ,7,0.75
,OXXOOXXO ,8,11.0
,   XO    ,2,5.109375
,X OXO    ,1,3.5625
,   O OX X,0,0.28125
,OXO   X  ,5,6.5625
,OXO  OXX ,4,1.5
, X OX   O,2,0.75
,X O  XO  ,1,0.5625
,XOO  XO X,7,2.25
,XOOX XOOX,4,11.0
,XO  XO   ,7,1.125
, X O     ,2,1.40625
,XXOOXO   ,8,4.0
,  X  OXO ,0,1.125
,OXX  OXO ,4,2.25
,OXX OOXOX,3,13.0
, X XO  O ,2,3.5625
, XOXOX O ,0,0.75
,   O    X,1,1.6875
,XO O    X,2,0.0
,OX  X O  ,3,5.0
,O   OX  X,3,1.03125
,O  OOX XX,6,2.0
,  X X O O,0,4.40625
,O X X OXO,5,0.75
,O XXXOOXO,1,8.5
,   X O OX,1,0.0
, O XXO OX,6,0.0
,    XOO X,7,0.28125
, OO X XOX,3,1.5
,X OX O OX,4,0.75
,XXOXOO OX,6,6.0
,O OX  X  ,7,3.46875
,  XO  XO ,8,0.5625
, XXO  XOO,0,0.75
,O OX  XOX,4,1.875
,O X   X O,1,1.5
,OOX  XX O,4,1.0
,  X  OXO ,4,1.875
,  X OOXOX,3,4.0
, OX      ,0,2.53125
,OOX OX X ,3,0.75
,O   OX  X,2,3.09375
,O O OXX X,3,1.125
,OXOOOXX X,7,9.5
,OOX    X ,8,0.75
,OOX  X XO,4,2.0
, OO XXXO ,0,3.0
,X  OO X  ,2,0.28125
,OOXXX O  ,5,3.0
, OOX XX O,0,4.0
,O X O X  ,7,1.3125
,O X O XOX,1,3.0
,   X O OX,0,0.5625
,O XX O OX,4,0.375
,    O  X ,2,1.59375
,X O O  X ,6,97.0
,XOOX     ,6,0.0
,XOOXX O  ,8,0.0
,O   X X O,2,14.625
,OXO X X O,7,1.875
,O O X  X ,6,3.0
,O O XXOX ,1,8.0
,    X OOX,2,0.5625
,  O XXOOX,3,0.75
,XOX O    ,8,0.75
,XOX O X O,7,6.0
,  O X XO ,8,3.0
,X O X XOO,3,2.25
,XXOOX XOO,5,5.0
,X   O XO ,2,1.125
,XXO O XO ,8,0.375
,O    XXO ,2,1.59375
,OOX   X  ,5,0.0
,X   X O O,3,0.0
,X XOX O O,5,0.0
, X      O,6,13.171875
, X X  O O,4,1.5
, X XO OXO,2,1.0
,   XX O O,2,1.5
, XOXX O O,5,2.0
, XO  O X ,3,1.3125
,XXOO O X ,6,1.5
, X   OXO ,8,0.75
,XX   OXOO,4,0.0
,X X OO   ,1,0.5625
,XOX OO X ,8,1.125
,XOO   OXX,3,4.5
,XO   O X ,6,1.125
,XO X OOX ,2,4.5
,    O X  ,7,107.1328125
,    OXXO ,1,9.0
,  OXO  X ,5,36.375
,  OXOO XX,6,15.0
,X  O O  X,6,2.8125
,X  O OOXX,4,2.0
,   XO  OX,5,0.5625
,   OX  OX,1,0.5625
, O OXX OX,0,0.75
,  O   OXX,5,1.3125
,X O  OOXX,3,1.5
,X O   XO ,3,1.96875
,X OOX XO ,5,3.75
, X OOX   ,0,0.84375
,X   O    ,2,4.125
,XOOXOX   ,8,0.75
,XOOXOX XO,6,17.0
, XO OX   ,3,1.3125
,XXOOOX   ,6,4.0
,OXOXOX   ,6,5.0
, X  X O O,3,1.3125
,XX OX O O,2,1.5
,  X  XO O,7,5.0
, OO    XX,5,3.375
, OO XO XX,0,11.0
, X  OOX  ,2,4.875
,XXO OOX  ,3,12.0
, XXOO    ,7,1.875
, O   X   ,6,3.8671875
, O   XO X,2,2.25
, OO  XOXX,0,6.0
,  OXOX   ,6,3.0
,XO  X  O ,6,0.0
, X    O  ,5,6.9609375
,XX   OO  ,8,3.75
,XX  O  O ,3,0.84375
,XX OOX O ,8,0.0
, XOO X   ,6,0.75
, XOO XO X,0,6.0
, O X     ,4,11.25
, O OX X  ,7,0.84375
,X O O  X ,1,10.03125
,XOO O  XX,6,12.0
,O XX XO O,1,0.75
,   X OOX ,2,1.5
,  OXXOOX ,8,11.0
,X OO   X ,8,4.875
,X OO X XO,6,5.625
,X OOXXOXO,1,24.0
,  OO   XX,1,3.0
,O   X X O,1,3.0
,OO  X XXO,2,2.0
,O  O XX  ,4,0.5625
,O  OOXX X,1,0.0
, O     X ,2,13.40625
, OO  X X ,0,22.0
,X OO   X ,5,2.0625
,X OO OXX ,8,10.0
,  XX O  O,0,0.5625
,OXXX O  O,7,0.75
,O  O  X X,1,0.0
,X OX   O ,4,2.8125
,XXOXO  O ,6,4.0
,O XXX OO ,8,8.0
,XXO OOX  ,8,3.0
, OXXO    ,5,1.78125
, OXXOO  X,7,1.0
,O OX  X  ,8,6.1875
,O OX XX O,7,1.5
,   X O   ,2,1.3359375
,  XX OO  ,0,6.46875
,X  O   XO,5,1.03125
,X  OXO XO,2,4.0
, X OXXO O,2,1.5
,   X O   ,1,3.4453125
, O XOOXX ,2,0.0
,XX  O O  ,8,0.75
,  O    X ,0,81.796875
,O OX   X ,1,2.0
,X O X O  ,3,0.5625
,O X   XO ,4,2.0625
,  OX OX  ,7,0.0
,  OX OXOX,4,1.875
,O  O X  X,7,0.84375
,O  OXX OX,2,0.75
,XO OXX O ,8,3.375
,X O   OX ,3,1.125
,X OO XOX ,1,3.375
,O X O  X ,6,0.75
,O X OXOX ,8,5.0
,XX     OO,4,0.75
,XX  OX OO,6,3.0
,OXO  XOX ,4,2.0
,XO    X O,3,1.125
,XO OX X O,7,0.75
, OX      ,8,3.3046875
,XOX     O,5,1.125
,XOXX O  O,7,0.75
,     OX  ,0,0.984375
,OX  XOXO ,3,0.375
,   XOXO  ,8,1.3125
,X  XOXO O,1,0.75
,XOXXOXO O,7,15.0
,XOOO  XX ,5,1.5
,X O X  O ,5,1.3125
,XXO XO O ,8,3.0
, XX O  O ,3,0.5625
, XXOOX O ,8,2.25
,XO  X  O ,2,0.0
,XOOXX  O ,6,0.0
,X     XOO,1,0.28125
,XO   XXOO,3,0.75
,XX  OOX O,7,0.0
, O  XOX  ,0,0.75
,OO  XOXX ,2,3.0
,  XO   XO,5,0.28125
,X XO O XO,6,0.0
,OX       ,6,5.53125
,OX    O X,2,4.03125
,OXO  XO X,3,8.0
,  O XO X ,0,6.9375
,O OXXO X ,6,4.5
,OX  XOO X,7,3.0
,X  O     ,1,3.4453125
,XO O XO X,7,0.0
,X       O,3,2.109375
,XX O    O,4,0.0
, XOX  O  ,0,0.5625
,OXOX  O X,7,3.0
,X O O  X ,5,9.0
,X OXOO X ,6,5.0
,O O  XX  ,7,3.9375
,  X   OXO,3,0.28125
,X XO  OXO,5,0.375
, X X OO  ,8,1.3125
,  X O    ,6,1.8984375
,X X O O  ,3,0.28125
,O   OX  X,1,0.0
,OX X   O ,4,0.28125
,OX XO XO ,2,0.375
, XO OOX X,0,0.75
,X   O  XO,3,0.5625
,X  OO XXO,2,2.25
,    XOO X,3,1.5
,   OO XX ,2,3.0
,  OOOXXX ,8,6.75
,O XO  X  ,7,1.125
,XO XX OO ,2,0.0
,X OX O   ,4,0.75
,XXOXOO   ,8,4.0
,OOXO  X X,7,0.0
,X  O     ,7,0.7734375
,X XO   O ,8,0.75
,X XO X OO,4,0.75
,    X   O,0,5.4140625
,   OXOXOX,2,3.375
, XOOXOXOX,0,8.0
,   O    X,6,4.078125
, X O  O X,5,1.3125
,XX O OO X,2,2.25
,    O   X,5,4.78125
,    OOX X,0,2.625
,OX  OOX X,3,3.0
,X     OOX,3,0.0
,X  O XOOX,4,0.75
, XO   OX ,4,22.0
,X   XO O ,6,0.0
,OXO  XOX ,8,3.75
,OXOX XOXO,4,13.0
,X O X O  ,8,19.3125
,X O X OXO,1,2.625
,XOO XXOXO,3,17.0
,X   XO  O,3,6.09375
,X  OXO XO,6,0.75
, X OXO   ,2,1.3125
,X O  O  X,3,4.5
,X OO OX X,4,10.0
, X  XO  O,7,5.625
,XX  XO OO,3,0.0
,  O  OXX ,0,1.875
,  O OXXXO,3,7.125
,X OOOXXXO,1,60.5
,XXO   XOO,3,1.125
,O  O  X X,4,3.5625
, O   XX O,4,1.03125
,XO  OXX O,3,1.875
,  OXO X  ,0,5.4375
,O OXOXX  ,7,9.0
,X OXOX  O,7,0.0
,   XOX  O,2,1.5
, XOXOX  O,6,3.0
,OO XXOX  ,7,1.5
,OOXX     ,7,0.5625
,OOXXX  O ,5,1.5
,X O  O X ,6,4.3125
,X OX OOX ,8,4.0
,  X   O  ,5,0.84375
, XX  OOOX,4,1.125
,X  O  XO ,2,2.25
,X      O ,6,3.28125
,X     OOX,4,0.0
,X X O OOX,3,0.0
,      X O,3,2.8828125
,   OX X O,1,1.40625
,O  O  XX ,8,1.3125
,O XO  XXO,4,1.0
,      O X,7,1.3359375
,OX  X OOX,3,4.0
,X O   X O,4,0.28125
,XXO O X O,3,0.375
,XOOX     ,4,5.0625
,XOOXO   X,6,2.0
,X    O XO,3,1.5
,  OOX  X ,6,0.5625
,  OOXXOX ,1,6.75
,  X   O  ,8,1.125
, XXXO O O,7,2.0
,O O  XX  ,8,2.8125
,O OX XX O,1,7.0
, XX  O O ,4,2.90625
, XX OOXO ,0,3.0
,OXXXOOXO ,8,14.0
,  OO   XX,0,3.5625
,O X    OX,4,0.0
,OXX O  OX,3,0.0
,OO X X   ,4,2.0625
,OO XOX  X,2,3.0
,X X OOXO ,3,3.0
,O      X ,8,2.4375
,O    X XO,4,4.0
,  X O    ,3,2.5078125
, XXOO    ,0,2.25
,   X OOX ,0,0.5625
,OO   XX  ,7,1.3125
,OO X XXO ,2,3.0
,X   O    ,6,3.6796875
,OX OX    ,7,6.375
,OX OXX O ,8,0.75
,OX OXXXOO,2,4.0
,  OX     ,8,11.671875
,  X  OO X,7,0.28125
, OX OX   ,7,2.0
,     O  X,1,7.59375
, O X O  X,0,0.28125
,OO X O XX,4,2.25
,O  O XX  ,2,2.34375
,O OO XXX ,1,9.0
,O  X  OX ,2,0.75
,O OX XOX ,1,11.0
,X  OO   X,6,0.75
,X XOO O X,7,0.0
,O O  XX  ,4,1.875
,X   XOO  ,1,0.5625
,XO  XOOX ,2,0.75
, O   O XX,3,0.75
, O OXO XX,6,0.0
,    O   X,0,1.828125
,O   O X X,5,0.5625
,O X OOX X,7,0.75
, X   XOO ,0,2.0625
,OX X XOO ,4,1.5
,X O    XO,5,15.0
,X OXO    ,7,0.75
, X   OO X,7,1.125
, X X OOOX,0,0.375
,X X   O O,1,0.28125
,XOXX  O O,5,1.875
, XXOX O O,0,4.0
,X X    OO,4,0.5625
,X X OX OO,3,1.5
,      OX ,0,5.9765625
,O X   OX ,5,1.3125
,O XX OOX ,4,0.375
,XO  O   X,3,4.6875
,XO OOX  X,7,3.0
, O  O  XX,0,0.84375
,OO XO  XX,5,1.125
, O X O X ,2,0.75
, OOX O XX,0,7.0
,XO XO    ,5,0.5625
,XO XOO X ,6,0.75
,OXX O    ,8,5.0
, O X O X ,0,9.0
,OO X OXX ,2,7.0
,X O O  X ,3,6.84375
,XXOOO  X ,6,4.0
,OX  X O  ,5,0.0
,O  X  X O,4,9.0
,  OX OOXX,0,3.75
, OX O X  ,5,3.0
, OXXOOX  ,7,4.0
,  X XOO  ,0,1.59375
,O X XOOX ,3,1.0
,  OX   XO,6,1.3125
,X   XOO  ,7,2.0625
,XX  XOOO ,3,0.0
, X OOX   ,6,0.75
, X OOXO X,0,3.0
,O  XO  X ,8,3.0
,O   X  XO,2,3.0
,O OXX  XO,5,3.0
,O O   X X,3,1.59375
, OO X  X ,8,4.78125
, OOXX  XO,0,14.0
,O O X X  ,3,1.5
,O OOX XX ,1,7.0
, OXOX    ,8,1.125
, OXOX  XO,6,3.0
, OXOXXOXO,0,12.0
, XOO X   ,7,1.40625
,XXOO X O ,8,1.875
,  O X  XO,5,39.0
,XOXOOX   ,8,0.75
,  O XX O ,3,1.40625
,  OOXXXO ,0,3.75
,O XX  O  ,5,0.28125
,O XXXOO  ,1,6.375
, XOX    O,4,2.25
, XOXO  XO,0,13.0
,X  OO   X,7,1.125
,  X  OOX ,4,0.0
,X X OOOX ,8,0.375
, X      O,2,8.2265625
, XOX    O,5,2.0
,XOO X  XO,3,0.75
,XOX  XO O,7,1.0
,OXO     X,7,1.40625
, X  OOX  ,3,1.0
, X  OX O ,6,0.75
,X   OO  X,6,3.1875
, X   O OX,2,0.5625
, OO XX   ,0,22.0
, XO  OX  ,7,1.03125
, XO XOXO ,8,9.0
,O   X OX ,3,18.0
,OXO XX  O,7,0.0
,O  XXOO X,1,0.375
, O X OXXO,0,3.0
, OXXOX  O,0,2.0
,O    XO X,4,0.75
,OX  OXO X,7,0.0
,O O   XX ,4,2.25
, O XX   O,7,1.875
, OXXX  OO,5,0.75
,X X  O O ,8,0.0
,X X XO OO,3,0.0
,XO X   O ,6,0.0
,XO X XOO ,2,0.75
, OO X   X,5,0.0
, OOXXO  X,6,1.5
, X O X O ,2,0.28125
, XOO X OX,0,1.125
, X   OOX ,4,1.3125
, X  OOOXX,2,2.0
, X O O  X,6,3.75
, X OXOO X,2,0.0
,X O O   X,6,9.0
, OO XXX O,7,0.375
, O XOX   ,8,1.125
,XO XOX  O,6,3.0
, X OO X  ,7,1.59375
, X OO XOX,0,0.375
, OOX  OXX,4,2.0
,   X  XOO,4,0.75
, X XO XOO,2,0.0
,    OXO X,1,0.0
,XO  OXO X,3,0.0
,OX OX X O,7,0.375
,X OXO    ,8,3.0
, X  O OX ,8,0.75
,  XO X O ,8,0.5625
,  OXOX   ,0,0.5625
, OOOX X X,5,0.0
,    XX OO,1,0.28125
, O  XXXOO,3,0.75
,O XX  O  ,8,2.25
,O XXX O O,7,3.0
,XO O    X,7,0.75
,XO O X OX,4,2.0
, OX OX OX,3,4.0
,XO   OX  ,7,0.75
,XOX  OXO ,4,3.0
,    OX XO,2,1.3125
, XO OX XO,3,15.75
,O  X  XO ,8,0.5625
,O  X XXOO,2,1.5
,OO XX O X,7,0.375
,OOXXX OOX,5,4.5
,  O O  XX,0,3.375
, XO O X  ,8,2.0625
, XOXO X O,5,3.0
,XO  O   X,2,0.75
,XOO O X X,3,0.75
,  X  O   ,7,3.796875
,X XXOO O ,6,0.75
,X  OOX   ,7,0.5625
,X  OOXXO ,8,0.75
,OXOX  XO ,8,12.0
,     XOOX,1,1.5
,XO   XOOX,4,2.0
,   O X   ,7,1.828125
,X  O X O ,2,0.84375
,X OO X OX,4,3.0
, OX   XO ,3,0.0
, OXO  XOX,0,0.0
, XOX OO X,0,0.75
, X O O  X,0,1.875
,X  X   OO,2,0.5625
,XXOX   OO,4,0.75
,XXOXOX OO,6,2.0
, O X  X O,4,1.5
,XO X    O,5,1.125
,OX  XO   ,6,1.3125
,XO   X  O,6,0.75
,XOX  OXO ,3,0.75
,XOXO OXOX,4,5.0
,XO OOX  X,6,0.75
, X  X O O,5,2.25
, OO X XXO,0,1.0
, OX O OXX,3,0.75
,XX OXO  O,7,0.75
,X  X  O O,1,0.5625
,XO X XO O,2,0.0
,   XXOO  ,7,5.25
, X XXOOO ,0,4.125
,    OO XX,3,6.5
,   OOOXXX,1,9.0
, X    OXO,3,1.125
,XX O  OXO,4,0.75
,XX OOXOXO,2,7.0
,O O XOX X,3,1.5
,  O   XOX,5,0.84375
, XO  OXOX,0,0.375
,X  O     ,6,1.6171875
,X  OX O  ,2,0.5625
,X OOX OX ,5,0.0
,X OX XO O,4,6.0
,XOXX OO  ,8,1.5
,  O  XX O,0,1.5
,O O  XXXO,4,5.0
, O  XX O ,6,0.0
,    OO XX,2,0.75
, XX   O O,7,9.0
,  O  OXX ,3,1.5
, O     X ,0,3.9375
,OO  X  X ,2,2.0
,X O   X O,1,3.375
,XOO  XX O,7,1.125
,X O XOOX ,8,15.0
, XO X   O,0,0.5625
,OXOXX   O,7,1.5
,  O   XOX,3,2.25
,X OO  XOX,1,1.5
,   OOXXXO,1,0.75
,  XX  OO ,4,0.0
, XXXO OO ,5,0.0
, O X XO  ,8,0.5625
,   O  X  ,2,1.0546875
,  OOX X  ,8,0.84375
,  OOXXX O,0,5.25
,X       O,6,3.046875
,X  XXOO O,2,1.0
,   OX OX ,5,0.84375
,X  OXOOX ,1,0.0
,OXO  X   ,3,1.875
,OXOO X X ,8,1.5
,OXOO XXXO,4,13.0
,XOO  X   ,6,1.125
,XOO  XO X,3,1.5
, O   O XX,0,0.0
,O     X  ,4,5.4375
,O   O X X,7,0.28125
,O   OXXOX,3,0.375
, OO X  X ,3,1.3125
, OOOX XX ,8,4.5
, OX   XO ,4,7.0
, X    OXO,5,0.75
, X     O ,6,4.3359375
, X  X OO ,8,4.0
,       XO,1,2.53125
,XO     XO,4,0.28125
,XOX O  XO,6,0.375
,   X  OOX,0,0.84375
,O XX  OOX,1,0.375
,  OX   XO,5,16.0
,   O   X ,5,2.296875
,   OXO X ,0,0.75
, X   O   ,0,1.6171875
,OX   O X ,6,0.0
,OXX  OOX ,8,0.0
, O XO X  ,8,1.5
, OXXO X O,7,2.0
,OX    XO ,2,2.8125
,    X OXO,3,6.46875
,   OXXOXO,0,2.0
,OX  O  X ,3,1.875
,OX OO XX ,5,1.0
,X X O O  ,5,1.03125
, O  X  XO,2,0.0
, OOXX  XO,6,1.5
,O   X O X,3,11.0
,XX O O   ,6,0.5625
,OXX XOO  ,7,0.75
,O  XX O  ,2,0.28125
,O    OXX ,4,0.75
,O XO  X  ,8,0.5625
,O XO XX O,1,1.5
,XO  O X  ,5,0.75
,XOX OOX  ,3,1.0
,O       X,2,2.8125
,OX X X OO,6,2.0
,O O OXX X,1,5.0
,XOXO     ,4,0.5625
,O O  XX  ,1,13.0
,  XO O X ,8,0.75
, O OX X  ,8,0.0
,OX  X O  ,8,7.3125
,OXX X O O,5,3.0
,XO   XOXO,3,0.75
,XOXO XOXO,4,3.5
,  O  XO X,1,2.25
, OO XXO X,7,0.0
, OO  XX  ,4,0.28125
, OO OXXX ,3,6.0
,X   OOX  ,7,0.0
,O O XOXX ,1,4.0
,OX XO XO ,8,2.0
, O      X,0,3.3984375
,OO   X  X,7,0.75
,OO   XXOX,2,1.0
,X OO OXX ,1,1.5
,OO XX XO ,5,0.75
,OO XX X O,5,2.25
, XO   XO ,4,4.5
, XOXO XO ,5,2.25
,OO XX XO ,8,0.0
,  O  X OX,0,3.5625
,X     XOO,2,1.3125
,XXO   XOO,5,4.0
, O X  X O,7,0.75
,     XOXO,2,0.0
,  X  OXO ,8,0.0
,   OX    ,8,5.1328125
, X OX   O,5,0.0
, XXOXO  O,6,0.0
,  XO     ,8,3.09375
,XO X    O,6,2.53125
,XO X  OXO,5,1.125
, O  X X O,3,0.84375
,   X O   ,7,3.0234375
,   XXO O ,2,0.75
,X OXXO O ,8,4.0
,  X  OOX ,8,0.0
, XX  OOXO,3,0.0
,  OX XO  ,0,4.5
,O OX XO X,4,12.0
,XO X  O  ,8,0.28125
,XO X  OXO,4,0.375
, XO OX OX,6,1.0
,O  XXOX O,7,0.0
,  O XOOXX,0,2.25
,X OOXX  O,1,2.625
,OXOX     ,8,5.0625
,  OX OX  ,0,8.4375
,O OXXOX  ,1,20.0
, OX      ,4,1.9453125
,X O OX   ,6,6.0
, XXOXOO  ,8,0.0
,XO       ,4,2.71875
,XOX O    ,6,0.28125
,XO O XXO ,8,0.75
,XOXO XXOO,4,5.0
,XO XO O X,2,1.0
, OO X X  ,0,11.0
,O O   X X,1,97.0
,    XOXO ,3,0.0
,OO X  XXO,2,2.0
, X  XOO  ,0,1.40625
,O  X  XO ,1,5.4375
,XXOO     ,4,0.75
,O  OX X  ,8,2.53125
,O  OXXX O,1,0.75
,OO OXXXXO,2,15.0
, OO    XX,4,0.5625
,   XOO X ,8,0.75
,OX     OX,6,1.875
,O  XX   O,6,0.0
,X  OO   X,5,5.0
,XXOX O O ,6,3.0
,O      X ,4,3.09375
,O   OX X ,3,4.5
,O  OOXXX ,1,2.25
,XOX     O,4,2.90625
,O O XXO X,1,1.0
, O XO X  ,7,8.0
,OXOXXO   ,6,0.75
, O X OX  ,4,0.0
,   O XOX ,0,1.0
,  X   OOX,4,1.5
, XOOXX O ,6,3.75
,X O OX   ,3,4.5
,XXOOOX   ,7,0.75
,O    OXX ,8,5.0625
,O X  OXXO,4,3.0
,O X  OOXX,3,4.0
, OX  X  O,4,0.75
, OXXOX  O,7,2.0
,  OX  X O,0,3.0
,O OX XX O,4,2.0
,OXO    X ,6,6.1875
,XO  XXO O,7,5.0
,O       X,5,1.6171875
,O    OX X,3,1.59375
,O XO OX X,4,2.0
, XX OO   ,6,0.75
, XX OOOX ,8,0.75
, XO X XOO,3,1.125
, XOOXXXOO,0,5.5
,   X    O,4,5.15625
,X  XO   O,5,2.15625
,X  XOO XO,6,0.75
,OX  X OOX,2,3.0
,  XXOXO O,0,2.0
,X   X OO ,5,0.75
,X    O   ,7,2.671875
,X   XO O ,2,1.5
, O X OX  ,2,0.75
, OOX OXX ,8,6.0
,X  XOO   ,8,1.3125
,XX XOO  O,2,4.0
, X OO OXX,5,3.0
,OXO   XXO,3,2.25
,XO O   X ,4,1.125
,XOXOO  X ,6,1.875
,XOO   XXO,5,11.0
, XO  O  X,4,2.4375
,OXOXOO XX,6,35.0
,  XXOOO X,0,0.375
,  X OX  O,3,0.5625
,   XX O O,1,0.5625
, OXXX O O,0,0.0
,  O XXO  ,3,50.34375
,  OOXXO X,1,2.25
, XO O XOX,0,1.125
, XO OX   ,0,2.53125
,OXO OX X ,6,8.0
,  OOXXOX ,8,1.125
,    XOX O,3,0.0
,XXO   O  ,8,0.75
,XXO X O O,3,0.75
,XX    O O,7,1.0
,X X O   O,7,1.5
,X OXOO X ,8,14.0
, OO  X X ,6,3.1875
,XOO  XOX ,8,1.5
,X O O X  ,7,0.84375
,XXO O XO ,3,4.125
,XOO X OX ,3,1.125
,OO   XX  ,2,3.0
,  O O X X,1,0.75
,OO X    X,2,14.0
, XX XOOO ,3,0.75
, O X OXOX,0,3.0
,O XO    X,4,0.0
,O    O XX,6,3.9375
,O  X OOXX,4,0.75
,OX  O   X,5,0.5625
,OX  OO XX,2,0.75
,XX  O O  ,7,0.5625
, O  XO  X,7,0.5625
, O  XOXOX,2,0.0
,OXO  XO X,4,4.0
, O    OXX,2,0.5625
,X O  X O ,3,1.6875
, O XO   X,7,1.0
,X OOX    ,1,0.84375
,  X  O   ,0,1.6875
,OXXXOO   ,7,2.625
, O  X    ,0,3.28125
,OOX X    ,8,0.0
, O  XXO  ,8,2.25
, OX XXO O,0,0.75
,OOX XXOXO,3,5.0
,XO  X OXO,2,1.875
,O   X OX ,1,2.8125
,XO   O  X,3,3.0
,XO O OX X,4,5.0
,O X   O X,4,1.125
,O X O OXX,1,0.0
,XOO  X   ,3,0.84375
,O OXOXX  ,1,3.0
, OX OX OX,6,1.0
, XOO X   ,0,1.03125
,X   OOOXX,2,3.0
,  XO O  X,4,14.0
,O XX  O  ,1,0.0
,OOXX  O X,7,0.75
,  XOO  X ,1,0.75
, OXOO  XX,0,0.0
,XOX  O   ,8,0.0
,X   O OX ,5,0.75
,XX  OOOX ,2,1.0
,XXOOXO   ,7,0.75
,  O  OXX ,1,1.5
, OO XOXX ,0,3.0
,OOXX  XO ,5,0.0
,XO  XXOO ,8,2.0
,XOOO X X ,6,0.375
, X O     ,0,2.25
,OX O   X ,6,3.0
,OXO  XXO ,8,2.25
,OXO   X  ,8,7.21875
,OO X X   ,6,0.75
,OOXX XO  ,7,0.0
,X X OOOX ,3,3.0
,  OX OX  ,1,2.25
,  X X  OO,0,1.5
,O X XX OO,6,6.0
, X   OX O,3,0.0
, X OXOX O,0,0.0
,OXO X    ,6,2.25
,OXO X O X,5,0.75
,OX X  OOX,2,1.125
,  OX   OX,6,3.1875
,  OX XOOX,0,0.75
,XO     OX,4,6.0
, O  OXXXO,0,5.0
, O X X O ,4,4.0
